მეერთისა	Pantokrator
ყამირქმნილ-ი	verwildertes Feld
სანდალგანჴსნილ-ი	mit offenem Schuhwerk
ზედადაწერილ-ი	Inschrift
ზედაწერილ-ი	Inschrift, Aufschrift
მოტირილ-ი	Weinen
ფურცელდაყრილ-ი	mit abgefallenen Blättern
მწყსილ-ი	Gemeinde
წენტილ-ი	Punkt; Punkt
მუილ-ი	Gebrüll; Gebrüll
შეტყუილ-ი	lügen, Lüge; lügen, Lüge
ქადაგყოფილ-ი	ehemaliger Prediger
მჭკუერველყოფილ-ი	ehemaliger Dieb
წყალტფილ-ი	warmes Wasser
წინამიკუეცილ-ი	mit geschorenem Haar
საძილ-ი	Schlaf-
ზურგტეხილ-ი	mit verletztem Rückgrat
ზურგგანტეხილ-ი	mit gebrochenem Rückgrat
ნავგანტეხილ-ი	Schiffbrüchiger
მწყერმარჴილ-ი	Wachtel
მყუდოლ-ი	Wächter, Beschützer
ფაკეოლ-ი	Kopftuch, Faziale; Kopftuch, Faziale
კრასოვოლ-ი	Becher; Becher
ჰოლოლ-ი	Uhu, Eule, Kauz
კლდისსასროლ-ი	Steingeschoß
სამტოლ-ი	eine Art Kraut
ძმისცოლ-ი	Schwägerin
ძისცოლ-ი	Schwiegertochter
ბრძოლ-ი	kämpfend, Kämpfer
წინასაბრძოლ-ი	Festung
ზღუდისსაბრძოლ-ი	Vorrichtung zur Mauerzerstörung
ქუეითმბრძოლ-ი	Fußsoldat
ჭურვილმბრძოლ-ი	bewaffneter Kämpfer
მრავალთესლ-ი	viele Stämme / Völker
ჰურიაულ-ი	jüdisch, jüdischen Glaubens
მკრდისსამკაულ-ი	Brustschmuck
მთავარმზარაულ-ი	Oberkoch
კერძოდღესასწაულ-ი	ein Teil der Feiertage
კასტაბულ-ი	ein Maß
ტაბასტაკდაგებულ-ი	Tafeldecker
ოქროწახნაგებულ-ი	mit Goldkante
სიტყუაგებულ-ი	Antwort
სიძვებულ-ი	Huren-
ბელზებულ-ი	Satan, Teufel
ბერზებულ-ი	Satan, Teufel; Satan, Teufel
კეთილადჴსენებულ-ი	seligen Andenkens
პირველაღმოცენებულ-ი	Sproß, Trieb
მრავალვნებულ-ი	in äußerster Not
მუცელსქონებულ-ი	Embryo
ხარჭოსნებულ-ი	Nebenfrau
კუართდაპებულ-ი	mit zerrissener Kleidung
სამოსელდაპებულ-ი	mit zerrissener Kleidung
თანადამკჳდრებულ-ი	Gatte, Gattin
ერადგანწესებულ-ი	Soldat
პირაღებულ-ი	mit offenem Mund
განგონჯებულ-ი	Aussätziger
დაჩხიბულ-ი	Zauber-
მობაგულ-ი	obere Türeinfassung
სიძაგულ-ი	Abscheu, Ekel
ოქრონაკადულ-ი	goldverströmend, mit Gold strömend; Redner
ღმრთისმოკიდულ-ი	Anhänger Gottes
ღჳნისსაფარდულ-ი	Weingeschäft
ვეცხლითმოფარდულ-ი	Silberhändler
თესლისმოფარდულ-ი	Geldwechsler
ძოწეულისმოფარდულ-ი	Purpurgewandhändler
ოცდაათეულ-ი	dreißigfach, Dreißigstel; ein Maß
მათეულ-ი	ihr / deren Verwandter
მემთეულ-ი	Berg-, Gebirgs-
სამწყრთეულ-ი	drei Ellen
ორწყრთეულ-ი	zwei Ellen
დიეკეულ-ი	Färse, weibliches Rind oder Kalb
მტკავლეულ-ი	Spanne
ვეცხლეულ-ი	Silbergeld
მამისმამეულ-ი	Nachkommenschaft
ჟამეულ-ი	Zeit-
ტომეულ-ი	Landsmann
ჩუენეულ-ი	Unsriger
ტევნეულ-ი	Weintraube
დრაჰკნეულ-ი	Drahkan
თანაცხედრეულ-ი	Gatte, Gattin
თუეულ-ი	Monats-
ზღუდედარღუეულ-ი	zerstörte / eingestürzte Mauer
მეფეულ-ი	Königreich
მერჩულიულ-ი	Mertschuli-Versmaß
სიწყალულ-ი	Mitleid, Barmherzigkeit
ახილულ-ი	mit geöffneten Augen
თივამეწამულ-ი	rotes Kraut
ცისად-ცისადგუემულ-ი	Mondsüchtiger, Schlafwandler
ღჳნოსუმულ-ი	Weintrinker
ფიცარმოსხმულ-ი	Bretter-
კიდექმნულ-ი	getrennt, entfernt; Eremit
ჴელითქმნულ-ი	von Hand geschaffen; Götzenbild
უღონოქმნულ-ი	in Not
სამთავროქმნულ-ი	Untertanen-
ვეცხლისსიყუარულ-ი	Liebe zum Geld
სიბრძნისსიყუარულ-ი	Weisheitsliebe
ბნელისმოხარულ-ი	erfreut über die Finsternis
სტრატულ-ი	Kutscher, Wagenlenker
ცრუმოციქულ-ი	falscher Apostel
მღულ-ი	Sichel
შჩულ-ი	Gesetz, Glauben; Strafe
სეფეწულ-ი	Höfling, Vornehmer am Königshof
დედისდისწულ-ი	Kousin, Kousine
შვილისწულ-ი	Enkelkind
სახლისწულ-ი	Kind der Magd (vom Hausherrn)
მამისძმისწულ-ი	Kousin, Kousine
ძისწულ-ი	Enkelkind
მშაჯულ-ი	Richter; Richter
სხუაშჯულ-ი	Bekenner eines anderen Glaubens
ჭროფლ-ი	Sommersprossen
სავაღლ-ი	Faden, Netz; Faden, Netz
ისრაჱლ-ი	Israel, Israelite
წრჳლ-ი	klein, dünn, eng, Stückchen; Kleingeld; klein, dünn, eng, Stückchen; Kleingeld
მონოქსჳლ-ი	Einbaum
კერტჩჩჳლ-ი	mit frischen Knospen
ბარკალსხჳლ-ი	Schenkel
სახისდასაბამ-ი	Muster, Beispiel
სახელითმოდგამ-ი	Namensvetter
საქმისმოდგამ-ი	Mitarbeiter
საყდრისმოდგამ-ი	Beisitzer
მღამ-ი	Fledermaus
სელისლელწამ-ი	Leinpflanze
ჰაჯამ-ი	Schröpfer, Bader
ჰამ-ი	Stock mit eiserner Spitze
სირაქლემ-ი	Vogel Strauß
ნაგურემ-ი	geschlagen, Wunde
საყჳრისმცემ-ი	Hornbläser
მწემ-ი	Jüngster; gehorsam, untergeben; Jüngster; gehorsam, untergeben
რასიმ-ი	Leibwache
თანადამდგომ-ი	Helfer
წინაშემდგომ-ი	vorn stehend, Vorsteher
წილისსაზომ-ი	Maß
უცხოტომ-ი	fremdstämmig, Ausländer
წინამძღომ-ი	Führer, Anführer
ვარმ-ი	über dem Kettenhemd zu tragendes Kleidungsstück
აღნუმ-ი	Heerschau, Parade
ტოჰმ-ი	Stamm, Volk, Geschlecht
კბჳშტაბან-ი	Armreif; Baum Peridexion (Esche)
შუვაუბან-ი	Mittelplatz
მცირათაგან-ი	eins von den sehr Geringen
ზეცისათაგან-ი	einer von den Himmlischen
მჯობეთაგან-ი	einer von den Besseren; einer von den Besseren
მეაჩრდილეთაგან-ი	einer von den Schauspielern
მესიზმრეთაგან-ი	einer von den Traumdeutern
დიდებისმბორგელთაგან-ი	einer von den Ehrgeizigen / Ruhmsüchtigen
წინაწარმეტყუელთაგან-ი	einer der Propheten
ჰეროდიანთაგან-ი	einer von den Anhängern des Herodes
სპონდიონთაგან-ი	einer von den Mönchen
პაპისპაპთაგან-ი	ein Nachkomme
არამდიდართაგან-ი	von den Armen
მდაბიორთაგან-ი	einer von den Dörflern
მიზდურთაგან-ი	einer von den Eingestellten
ფილასოფოსთაგან-ი	einer von den Philosophen
წინადაცუეთილებისაგან-ი	einer von den Beschnittenen
სამგუამოვნებისაგან-ი	ein Glied der Dreifaltigkeit
ჭეშმარიტებისაგან-ი	einer von den Wahrhaftigen
ნათესვობისაგან-ი	einer von den Verwandten
დაჴსნილობისაგან-ი	einer von den Furchtsamen / Trägen
უანდერძოობისაგან-ი	einer von den Testamentlosen
ზოგისაგან-ი	Teil
ეშმაკისაგან-ი	einer von den Teufeln
უანდერძებელისაგან-ი	einer von den Testamentlosen
ზესკნელისაგან-ი	einer von den Himmlischen
სოფლისაგან-ი	einer von den Irdischen
საჴმარისაგან-ი	einer von den Gegenständen
საჴმრისაგან-ი	einer von den Gegenständen
დღისაგან-ი	Tages-
ზეცისაგან-ი	einer von den Himmlischen
ეზოჲსაგან-ი	Hof-, Haus-
ორითწლითგან-ი	von zwei Jahren an und jünger, im Alter unter zwei Jahren
ორიწლისაჲთგან-ი	von zwei Jahren und jünger, im Alter unter zwei Jahren
თქუენგან-ი	einer von euch / Ihnen
რამადან-ი	islamischer Fastenmonat
ებრაეან-ი	Jude
უბეან-ი	Meeresbucht
ჰეროდეან-ი	Anhänger des Herodes
ქვეან-ი	steinig, Stein-
ისრაჱლეან-ი	Israelite
ფესუეან-ი	mit Wurzeln / Fransen
უშტეკავან-ი	Steinschleuder
მსულევან-ი	ungesäuertes Brot
ცომევან-ი	Sauerteig
დანაკისკუდოვან-ი	Dattelpalmenhain, -land; Phönizien
კაცისთავოვან-ი	eine Waffenart
მიზეზოვან-ი	Verbrechen; Vorwand
ჭალაკოვან-ი	Insel-, mit Insel(n)
გუნდრუკოვან-ი	Weihrauch, Weihrauch-
შესავალოვან-ი	Vorwort-, mit einem Vorwort
ველოვან-ი	Feld, Wiese
სიტყჳთჴელოვან-ი	Schönredner, Orator
ნაწილოვან-ი	Teil
ზეთისხილოვან-ი	Olivenhain
მროწეულოვან-ი	Granatapfelgarten
სამგუამოვან-ი	Dreifaltigkeits-, Dreieinigkeits-
მეფხანოვან-ი	an Hautjucken Erkrankter; an Hautjucken Erkrankter
ჰუნოვან-ი	Reiter
მქჳშროვან-ი	kiesig, Kies-; kiesig, Kies-
ოქროფესოვან-ი	mit Goldsaum
ურნატოვან-ი	Furche, Acker
ნესუხავარტოვან-ი	Zuckermelonengarten
ნიშოვან-ი	Wunder
მქჳშოვან-ი	kiesig, Kies-
ყრმათმყვან-ი	Lehrer, Pädagoge
ჰეროდიან-ი	Anhänger des Herodes; Anhänger des Herodes
ტანწყლიან-ი	schön von Wuchs
ყანიან-ი	Feld-
ბაგრატუნიან-ი	Bagratide
ოლჳმპიან-ი	Olympiasieger
მატიან-ი	Chronik, Geschichtsbuch; Chronik, Geschichtsbuch
მირაკან-ი	Monatsname (etwa März); Monatsname (etwa März)
მეჰრაკან-ი	Monatsname (etwa März); Monatsname (etwa März)
ოქრომელან-ი	Goldtinte
შაჰრამან-ი	ahrevar (pers. Monatsname)
ვარსკულაოან-ი	Sternen-; Sternen-
წყურნობოან-ი	nasser Ort, Sumpf
წარბოან-ი	mit dichten Augenbrauen
წიდოან-ი	schmutzig, in der Menstruation; schmutzig, in der Menstruation
ხერდოან-ი	Geröllstelle
ზღუდოან-ი	Mauer-, Wall-; Mauer-, Wall-
უბეოან-ი	Meeresbucht; Meeresbucht
ზეთისხეოან-ი	Olivenhain
თავთავოან-ი	einzelne Kapitel
ვარსკულავოან-ი	Sternen-
მრგლოან-ი	Rund-; altgeorg. Rundschrift, Asomtavruli; Rund-; altgeorg. Rundschrift, Asomtavruli
ჴელოან-ი	Meister, Handwerker, Heilkundiger; Meister, Handwerker, Heilkundiger
წისქჳლოან-ი	Mühlen-
ცომოან-ი	Sauerteig; Sauerteig
ლერწმოან-ი	Schilf-, schilfbestandener Ort
ბოსტნოან-ი	Gemüsegarten
სამაროან-ი	Friedhof
მუშკატროან-ი	Duftstoffgefäß
ნაყროან-ი	unersättlich, Vielfraß; fett, fettig; unersättlich, Vielfraß; fett, fettig
რქოან-ი	Horn-
ლეღოან-ი	Feigenhain; Feigenhain
მჴეცოან-ი	Aufenthaltsort wilder Tiere
ვენაჴოან-ი	Weingarten; Weingarten
