მეერთისა	Pantokrator
მასიძვებელ-ი	verderbend
მმიზეზებელ-ი	beschuldigend
თანადამაკუეთებელ-ი	niederwerfend, vernichtend
ქუედამაკუეთებელ-ი	hinabschmetternd
წინასაკუეთებელ-ი	Küste
შემანივთებელ-ი	vereinigend
წასამართებელ-ი	zu machend, zu bewerkstelligend; zu machend, zu bewerkstelligend
წარმმართებელ-ი	auf den rechten Weg führend, den rechten Weg weisend
ნავისმართებელ-ი	Steuermann
წარუმართებელ-ი	erfolglos, glücklos, sieglos
ჴელითსაძიებელ-ი	zu suchend, zu ertastend
სიტყჳსგამომეძიებელ-ი	Diskussionsgegner
ღონისმეძიებელ-ი	List betreibend, erstrebend
შურისმეძიებელ-ი	Rächer
დაუგლახაკებელ-ი	nicht verarmt
მოუმკებელ-ი	ungemäht
მცვალებელ-ი	tauschend, wechselnd
მიმცვალებელ-ი	ortsverändernd, ortswechselnd
მომცვალებელ-ი	herbringend, herführend
ადგილისმცვალებელ-ი	umgesiedelt, fortgegangen
ფერისმცვალებელ-ი	verwandelnd
მაბრალებელ-ი	beschuldigend, anklagend
საბრალებელ-ი	Verbrecher, Anzuklagender, Erbarmungswürdiger
მოსამადლებელ-ი	zu Dank verpflichtend, für sich zu gewinnend
მიმმადლებელ-ი	schenkend, vermachend
მომმადლებელ-ი	verleihend, schenkend
წარმოუცარიელებელ-ი	unausleerlich, voll, unversiegbar,; unausleerlich, voll, unversiegbar, unerschöpflich
განმასულნელებელ-ი	Duft verströmend
განმასურნელებელ-ი	Duft verströmend; Duft verströmend
წარმომავლებელ-ი	umkreisend, umgrenzend, herumführend
მაჩივლებელ-ი	Angeklagter
თავისგანმმართლებელ-ი	sich rechtfertigend
შეუფარილებელ-ი	ohne Haar, ohne Fell
განუმხილებელ-ი	Geheimnis
წარსაბრკოლებელ-ი	behindernd, störend
მიუგულებელ-ი	unverständlich, unverstehbar
მოსასთულებელ-ი	zu pflückend
შემამწიკულებელ-ი	verunreinigend, beschmutzend, entehrend
შესამწიკულებელ-ი	zu beschmutzend, zu besudelnd
შეუმწიკულებელ-ი	unbeschmutzt, rein
შეუმწინკულებელ-ი	unbeschmutzt, rein; unbeschmutzt, rein
შემასრულებელ-ი	vollendend, vervollkommnend
უიძულებელ-ი	ungezwungen, ohne Zwang, freiwillig
შემაუღლებელ-ი	verbindend, verknüpfend
თანაშესაუღლებელ-ი	zu vereinigend
მიუახლებელ-ი	fern
მოუბრყჳლებელ-ი	nicht erschlafft
წინამწამებელ-ი	ankündigend, im voraus anzeigend
ცილისშემწამებელ-ი	verleumdend
საჰამებელ-ი	angenehm
შესაყვანებელ-ი	hineinzubringend
მისაყვანებელ-ი	hinzuführend, wegzuführend
მოსაყვანებელ-ი	herzubringend, herzuführend
შთამყვანებელ-ი	hinabführend
შემყვანებელ-ი	hineinbringend, hineinführend
მწიგნობართშემყვანებელ-ი	Schriftsekretär
მიმყვანებელ-ი	hinführend, wegführend
მომყვანებელ-ი	herbringend
ზედამომყვანებელ-ი	herbringend, herschaffend
შთამომყვანებელ-ი	herabführend
წინამომყვანებელ-ი	herbringend, vorstellend
შემომყვანებელ-ი	hereinführend
წერილისშემომყვანებელ-ი	Schriftgelehrter, Gesetzesgelehrter
მიმომყვანებელ-ი	her- und wegtragend
მთარგმანებელ-ი	Erklärer, Kommentator
შემნანებელ-ი	bereuend
მომტანებელ-ი	herbeibringend
მისაძღუანებელ-ი	abzusendend, zu überreichend
მიმძღუანებელ-ი	sendend, absendend
შემაჴსენებელ-ი	erinnernd
მომაჴსენებელ-ი	erwähnend, erinnernd, sich erinnernd
აღსაჴსენებელ-ი	zu erinnernd, zu gedenkend
ნათესავმოუჴსენებელ-ი	nichtverwandt
ნაწილისშთასასუენებელ-ი	Reliquienschrein
განმაშუენებელ-ი	verschönernd
განსაშუენებელ-ი	Schmuck
თითისსაჩუენებელ-ი	mit dem Finger daraufzuzeigend, zu rügend
სინანულისამჩუენებელ-ი	Bereuender, Reumütiger
ისრისსაყენებელ-ი	Bollwerk
ნავისმაშენებელ-ი	Schiffbauer
გოდლისმაშენებელ-ი	Turmerbauer
მატკივნებელ-ი	Schmerz verursachend
მტკივნებელ-ი	schmerzend, Schmerzen zufügend
მომვნებელ-ი	vernichtend
საჰამოვნებელ-ი	angenehm
საპოვნებელ-ი	zu findend, Verzeichnis
მოსაპოვნებელ-ი	zu findend, zu erlangend
საწოვნებელ-ი	zu saugend
გასაკუთნებელ-ი	Eigentum
პირუთნებელ-ი	unvoreingenommen, unparteiisch
დედისმაგინებელ-ი	Beschämer der Mutter
მამისმაგინებელ-ი	beschämend / Schande für den Vater
წარმომადგინებელ-ი	aufdeckend, entlarvend
შესადგინებელ-ი	entsprechend, hinzuzufügend
შესადრგინებელ-ი	entsprechend, hinzuzufügend
შესადრგინებელ-ი შესადრგინებელ-ი	entsprechend, hinzuzufügend
აღმომადინებელ-ი	herausfließend, herausströmend
სადინებელ-ი	Rinnsal, Rinne
მოულოდინებელ-ი	unerwartet
მოსაკუდინებელ-ი	zu tötend
მავლინებელ-ი	entsendend
წარმომავლინებელ-ი	herschickend
წარმავლინებელ-ი	wegschickend
ნავისმავლინებელ-ი	Steuermann
წარმოსავლინებელ-ი	herzuschickend
წარსავლინებელ-ი	wegzuschickend
საშინებელ-ი	Furcht einflößend
წარმომაჩინებელ-ი	offenbarend
წარმოსაჩინებელ-ი	zu offenbarend, zu zeigend
თანაჯერმჩინებელ-ი	einverstanden, gemeinsam festlegend
ჯერისმჩინებელ-ი	als nötig erachtend
თანაჯერისმჩინებელ-ი	einverstanden, gemeinsam festlegend
შემძინებელ-ი	hinzufügend
საძაგელისშემძინებელ-ი	übermäßig gierig
აღსაორძინებელ-ი	Erzieher
აღუორძინებელ-ი	ohne Hinzufügung
საქორწინებელ-ი	Hochzeits-
მქორწინებელ-ი	(eine Frau) heiratend
მომაგონებელ-ი	eingebend, beeinflussend
თანასაგონებელ-ი	überlegung
შესაგონებელ-ი	zu unterrichtend, zu unterweisend
ძნელსაგონებელ-ი	schwer zu denkend
სირცხჳლსაგონებელ-ი	als schändlich zu betrachtend
უძლურსაგონებელ-ი	als kraftlos / krank zu geltend
უგუნურსაგონებელ-ი	für dumm zu erachtend
მამონებელ-ი	versklavend, zum Diener machend
დამამონებელ-ი	versklavend, unterjochend
წინააღმდგომობისმქონებელ-ი	Gegner
ქუედამაღონებელ-ი	hinabbiegend
მომღონებელ-ი	bewerkstelligend, zuwegebringend
მოუღონებელ-ი	unvorstellbar
შემაცთუნებელ-ი	verleitend, verführend
შესაცთუნებელ-ი	zu verführend
მფუფუნებელ-ი	betreuend, umsorgend, verwöhnend
შესაცხუნებელ-ი	glutheißer Ort
მოულიქნებელ-ი	durch Schmeicheleien nicht zu täuschen
სახისმაოცნებელ-ი	vortäuschend
მაშჱნებელ-ი	bauend, erbauend
უშჱნებელ-ი	unbewohnt
მარცხჳნებელ-ი	beschämend
მდროებელ-ი	verspäten lassend, zu spät kommen lassend, sich verspätend
მსაშოებელ-ი	empfangend
განმჴმარებელ-ი	nutzend, gebrauchend
მოსაწყნარებელ-ი	zu begradigend, geradezumachend, zu ebnend
ღმრთისშემწყნარებელ-ი	gottgläubig, gottbekennend
თანადშემყუარებელ-ი	sich verliebend
ქარისმოსაფარებელ-ი	Windschutz
განმაცჳბრებელ-ი	erstaunlich
განსაცჳბრებელ-ი	um den Verstand bringend, verrückt machend
მომამედგრებელ-ი	faul / träge machen
მოუმედგრებელ-ი	unerschütterlich
შემკადრებელ-ი	wagend
შემვედრებელ-ი	flehend, bittend
თანადაუხუედრებელ-ი	abwesend
უბგერებელ-ი	unerregt, ruhig
მოსალმობიერებელ-ი	zu tröstend
წარმოუცალიერებელ-ი	unausleerlich, voll, unversiegbar, unerschöpflich
შესამეცნიერებელ-ი	zu erkennend, zu erfahrend
მსერებელ-ი	Esser
სამწერებელ-ი	langstieliger Fächer
შემანაწევრებელ-ი	vereinigend
შეუნაწევრებელ-ი	unverknüpft, unverbunden
მოუმდოვრებელ-ი	unbezähmbar; unbearbeitet
განმაზღვრებელ-ი	teilend, trennend
განმასაზღვრებელ-ი	festlegend, trennend
წინაგანმსაზღვრებელ-ი	festlegend
შეუსაზღვრებელ-ი	unumgrenzt, unbegrenzt
მოუნადირებელ-ი	frei
უჭირებელ-ი	leicht, gefahrlos
წიაღშემკრებელ-ი	versammelnd
ხარკისმკრებელ-ი	Steuereintreiber
თესლისმკრებელ-ი	Schwätzer
წყლისმკრებელ-ი	Wasserträger
ჰომისმკრებელ-ი	Abtrünniger, Aufständischer
მსტუმრებელ-ი	Gastgeber
მრჩობლგანმსტუმრებელ-ი	reich bewirtend
საცხორებელ-ი	Besitz, Habe, Lebensunterhalt, zu erlösend
მცხორებელ-ი	lebend
თანამცხორებელ-ი	zusammenlebend, Gatte, Gattin
საფანდურებელ-ი	Panduri
მომაუძლურებელ-ი	schwächend
სამოძღურებელ-ი	zu lehrend
მმსახურებელ-ი	verwendend, benutzend
შემაიწრებელ-ი	belästigend, behindernd
შეუიწრებელ-ი	unbelästigt
მამსგავსებელ-ი	ähnlich machend, angleichend
აღმვსებელ-ი	füllend
შემათჳსებელ-ი	annehmend
მჭეშმარიტებელ-ი	wahrheitssagend, wahrhaftig; wahrheitssagend, wahrhaftig
განსაოტებელ-ი	zu verjagend, zu vertreibend
მბოროტებელ-ი	böse
მოუნესტუებელ-ი	widerspenstig, ungehorsam
